year,county,Divorced; Estimate; Population 15 years and over
2011,"McHenry County, North Dakota",10.4
2011,"McIntosh County, North Dakota",5.5
2011,"McKenzie County, North Dakota",7.9
2011,"McLean County, North Dakota",8.2
2011,"Mercer County, North Dakota",7.2
2011,"Morton County, North Dakota",10.4
2011,"Mountrail County, North Dakota",9.8
2011,"Nelson County, North Dakota",9.3
2011,"Oliver County, North Dakota",8.2
2011,"Pembina County, North Dakota",8.6
2011,"Pierce County, North Dakota",7.3
2011,"Ramsey County, North Dakota",8.7
2011,"Ransom County, North Dakota",9.6
2011,"Renville County, North Dakota",8.2
2011,"Richland County, North Dakota",8
2011,"Rolette County, North Dakota",9.7
2011,"Sargent County, North Dakota",9.6
2011,"Sheridan County, North Dakota",4.9
2011,"Sioux County, North Dakota",14.8
2011,"Slope County, North Dakota",4.4
2011,"Stark County, North Dakota",8.1
2011,"Steele County, North Dakota",7.6
2011,"Stutsman County, North Dakota",10.9
2011,"Towner County, North Dakota",9.5
2011,"Traill County, North Dakota",6.4
2011,"Walsh County, North Dakota",8
2011,"Ward County, North Dakota",9.3
2011,"Wells County, North Dakota",6.5
2011,"Williams County, North Dakota",10.4
2011,"Adams County, Ohio",12.8
2011,"Allen County, Ohio",12.7
2011,"Ashland County, Ohio",9
2011,"Ashtabula County, Ohio",13.6
2011,"Athens County, Ohio",8.5
2011,"Auglaize County, Ohio",9.8
2011,"Belmont County, Ohio",11.6
2011,"Brown County, Ohio",12.8
2011,"Butler County, Ohio",11.2
2011,"Carroll County, Ohio",11.4
2011,"Champaign County, Ohio",13.6
2011,"Clark County, Ohio",13.3
2011,"Clermont County, Ohio",11.8
2011,"Clinton County, Ohio",12.5
2011,"Columbiana County, Ohio",12.9
2011,"Coshocton County, Ohio",11.8
2011,"Crawford County, Ohio",12.3
2011,"Cuyahoga County, Ohio",12.1
2011,"Darke County, Ohio",9.9
2011,"Defiance County, Ohio",10.5
2011,"Delaware County, Ohio",8.2
2011,"Erie County, Ohio",11.8
2011,"Fairfield County, Ohio",11
2011,"Fayette County, Ohio",14.7
2011,"Franklin County, Ohio",12
2011,"Fulton County, Ohio",9.2
2011,"Gallia County, Ohio",12.2
2011,"Geauga County, Ohio",8.4
2011,"Greene County, Ohio",9.4
2011,"Guernsey County, Ohio",13.9
2011,"Hamilton County, Ohio",10.5
2011,"Hancock County, Ohio",10.2
2011,"Hardin County, Ohio",11.5
2011,"Harrison County, Ohio",12.5
2011,"Henry County, Ohio",10.1
2011,"Highland County, Ohio",12.2
2011,"Hocking County, Ohio",12.4
2011,"Holmes County, Ohio",6.3
2011,"Huron County, Ohio",11.3
2011,"Jackson County, Ohio",12
2011,"Jefferson County, Ohio",11.2
2011,"Knox County, Ohio",9.6
2011,"Lake County, Ohio",12
2011,"Lawrence County, Ohio",14.2
2011,"Licking County, Ohio",11.7
2011,"Logan County, Ohio",12.4
2011,"Lorain County, Ohio",11.4
2011,"Lucas County, Ohio",13.1
2011,"Madison County, Ohio",12.4
2011,"Mahoning County, Ohio",12.2
2011,"Marion County, Ohio",14.6
2011,"Medina County, Ohio",9.8
2011,"Meigs County, Ohio",11.7
2011,"Mercer County, Ohio",7.5
2011,"Miami County, Ohio",12.5
2011,"Monroe County, Ohio",10.5
2011,"Montgomery County, Ohio",13.4
2011,"Morgan County, Ohio",11.2
2011,"Morrow County, Ohio",11.3
2011,"Muskingum County, Ohio",13
2011,"Noble County, Ohio",11.1
2011,"Ottawa County, Ohio",10.9
2011,"Paulding County, Ohio",9.9
2011,"Perry County, Ohio",11.1
2011,"Pickaway County, Ohio",12
2011,"Pike County, Ohio",14.5
2011,"Portage County, Ohio",10.4
2011,"Preble County, Ohio",11.3
2011,"Putnam County, Ohio",6.7
2011,"Richland County, Ohio",12.4
2011,"Ross County, Ohio",14.3
2011,"Sandusky County, Ohio",11.6
2011,"Scioto County, Ohio",13
2011,"Seneca County, Ohio",11.1
2011,"Shelby County, Ohio",12.2
2011,"Stark County, Ohio",12.3
2011,"Summit County, Ohio",11.8
2011,"Trumbull County, Ohio",13.5
2011,"Tuscarawas County, Ohio",11.9
2011,"Union County, Ohio",11.3
2011,"Van Wert County, Ohio",9.7
2011,"Vinton County, Ohio",14
2011,"Warren County, Ohio",10
2011,"Washington County, Ohio",12.4
2011,"Wayne County, Ohio",9.2
2011,"Williams County, Ohio",11.9
2011,"Wood County, Ohio",8.9
2011,"Wyandot County, Ohio",9.9
2011,"Adair County, Oklahoma",11.5
2011,"Alfalfa County, Oklahoma",17.4
2011,"Atoka County, Oklahoma",15.8
2011,"Beaver County, Oklahoma",8.9
2011,"Beckham County, Oklahoma",17.9
2011,"Blaine County, Oklahoma",9.3
2011,"Bryan County, Oklahoma",12.9
2011,"Caddo County, Oklahoma",14.1
2011,"Canadian County, Oklahoma",11.6
2011,"Carter County, Oklahoma",13.1
2011,"Cherokee County, Oklahoma",12.2
2011,"Choctaw County, Oklahoma",13.2
2011,"Cimarron County, Oklahoma",6
2011,"Cleveland County, Oklahoma",11.4
2011,"Coal County, Oklahoma",15.3
2011,"Comanche County, Oklahoma",13
2011,"Cotton County, Oklahoma",12.8
2011,"Craig County, Oklahoma",13.8
2011,"Creek County, Oklahoma",12.5
2011,"Custer County, Oklahoma",11.5
2011,"Delaware County, Oklahoma",12.2
2011,"Dewey County, Oklahoma",9.4
2011,"Ellis County, Oklahoma",9.3
2011,"Garfield County, Oklahoma",14.1
2011,"Garvin County, Oklahoma",13.1
2011,"Grady County, Oklahoma",11.8
2011,"Grant County, Oklahoma",11.3
2011,"Greer County, Oklahoma",12.2
2011,"Harmon County, Oklahoma",11.1
2011,"Harper County, Oklahoma",8.1
2011,"Haskell County, Oklahoma",15.3
2011,"Hughes County, Oklahoma",13.2
2011,"Jackson County, Oklahoma",11
2011,"Jefferson County, Oklahoma",12.5
2011,"Johnston County, Oklahoma",15.7
2011,"Kay County, Oklahoma",13
2011,"Kingfisher County, Oklahoma",9.8
2011,"Kiowa County, Oklahoma",13.3
2011,"Latimer County, Oklahoma",12.2
2011,"Le Flore County, Oklahoma",15.5
2011,"Lincoln County, Oklahoma",12
2011,"Logan County, Oklahoma",10.6
2011,"Love County, Oklahoma",11.4
2011,"McClain County, Oklahoma",13.1
2011,"McCurtain County, Oklahoma",13.4
2011,"McIntosh County, Oklahoma",13.4
2011,"Major County, Oklahoma",7.6
2011,"Marshall County, Oklahoma",13.2
2011,"Mayes County, Oklahoma",12.3
2011,"Murray County, Oklahoma",17.2
2011,"Muskogee County, Oklahoma",14.5
2011,"Noble County, Oklahoma",10.3
2011,"Nowata County, Oklahoma",9.5
2011,"Okfuskee County, Oklahoma",12.7
2011,"Oklahoma County, Oklahoma",13.3
2011,"Okmulgee County, Oklahoma",13.6
2011,"Osage County, Oklahoma",12.8
2011,"Ottawa County, Oklahoma",13.9
2011,"Pawnee County, Oklahoma",14.6
2011,"Payne County, Oklahoma",8.8
2011,"Pittsburg County, Oklahoma",15.4
2011,"Pontotoc County, Oklahoma",12.3
2011,"Pottawatomie County, Oklahoma",13.4
2011,"Pushmataha County, Oklahoma",16
2011,"Roger Mills County, Oklahoma",11
2011,"Rogers County, Oklahoma",10
2011,"Seminole County, Oklahoma",14
2011,"Sequoyah County, Oklahoma",15.3
2011,"Stephens County, Oklahoma",13.6
2011,"Texas County, Oklahoma",6.6
2011,"Tillman County, Oklahoma",10.8
2011,"Tulsa County, Oklahoma",13.6
2011,"Wagoner County, Oklahoma",10.5
2011,"Washington County, Oklahoma",12.4
2011,"Washita County, Oklahoma",13.2
2011,"Woods County, Oklahoma",10.9
2011,"Woodward County, Oklahoma",10.8
2011,"Baker County, Oregon",13
2011,"Benton County, Oregon",8.6
2011,"Clackamas County, Oregon",11.7
2011,"Clatsop County, Oregon",14.6
2011,"Columbia County, Oregon",13.5
2011,"Coos County, Oregon",14.6
2011,"Crook County, Oregon",15
2011,"Curry County, Oregon",14.7
2011,"Deschutes County, Oregon",11.7
2011,"Douglas County, Oregon",13.8
2011,"Gilliam County, Oregon",13.9
2011,"Grant County, Oregon",13.1
2011,"Harney County, Oregon",15
2011,"Hood River County, Oregon",10.3
2011,"Jackson County, Oregon",14.9
2011,"Jefferson County, Oregon",12.7
2011,"Josephine County, Oregon",14.4
2011,"Klamath County, Oregon",13.2
2011,"Lake County, Oregon",14.5
2011,"Lane County, Oregon",13.6
2011,"Lincoln County, Oregon",14.8
2011,"Linn County, Oregon",11.9
2011,"Malheur County, Oregon",13.7
2011,"Marion County, Oregon",11.8
2011,"Morrow County, Oregon",14.4
2011,"Multnomah County, Oregon",12.6
2011,"Polk County, Oregon",10.3
2011,"Sherman County, Oregon",14.2
2011,"Tillamook County, Oregon",15.6
2011,"Umatilla County, Oregon",14
2011,"Union County, Oregon",10.7
2011,"Wallowa County, Oregon",14.6
2011,"Wasco County, Oregon",13.2
2011,"Washington County, Oregon",11.8
2011,"Wheeler County, Oregon",14.2
2011,"Yamhill County, Oregon",10.7
2011,"Adams County, Pennsylvania",9.3
2011,"Allegheny County, Pennsylvania",9.2
2011,"Armstrong County, Pennsylvania",10.2
2011,"Beaver County, Pennsylvania",9.4
2011,"Bedford County, Pennsylvania",9.8
2011,"Berks County, Pennsylvania",9.5
2011,"Blair County, Pennsylvania",10.3
2011,"Bradford County, Pennsylvania",11.4
2011,"Bucks County, Pennsylvania",8.4
2011,"Butler County, Pennsylvania",8.6
2011,"Cambria County, Pennsylvania",9.2
2011,"Cameron County, Pennsylvania",13
2011,"Carbon County, Pennsylvania",10
2011,"Centre County, Pennsylvania",6.2
2011,"Chester County, Pennsylvania",7.6
2011,"Clarion County, Pennsylvania",8.6
2011,"Clearfield County, Pennsylvania",11
2011,"Clinton County, Pennsylvania",10.6
2011,"Columbia County, Pennsylvania",9.4
2011,"Crawford County, Pennsylvania",10.7
2011,"Cumberland County, Pennsylvania",9.3
2011,"Dauphin County, Pennsylvania",10.6
2011,"Delaware County, Pennsylvania",8.1
2011,"Elk County, Pennsylvania",11
2011,"Erie County, Pennsylvania",10
2011,"Fayette County, Pennsylvania",10.9
2011,"Forest County, Pennsylvania",11.4
2011,"Franklin County, Pennsylvania",9.9
2011,"Fulton County, Pennsylvania",10.4
2011,"Greene County, Pennsylvania",10.9
2011,"Huntingdon County, Pennsylvania",9.7
2011,"Indiana County, Pennsylvania",6.9
2011,"Jefferson County, Pennsylvania",10.1
2011,"Juniata County, Pennsylvania",7.1
2011,"Lackawanna County, Pennsylvania",9.5
2011,"Lancaster County, Pennsylvania",7.8
2011,"Lawrence County, Pennsylvania",9.6
2011,"Lebanon County, Pennsylvania",9.9
2011,"Lehigh County, Pennsylvania",9.3
2011,"Luzerne County, Pennsylvania",9.7
2011,"Lycoming County, Pennsylvania",10.3
2011,"McKean County, Pennsylvania",12.1
2011,"Mercer County, Pennsylvania",10.5
2011,"Mifflin County, Pennsylvania",9.6
2011,"Monroe County, Pennsylvania",8.5
2011,"Montgomery County, Pennsylvania",7.8
2011,"Montour County, Pennsylvania",10.1
2011,"Northampton County, Pennsylvania",9
2011,"Northumberland County, Pennsylvania",10
2011,"Perry County, Pennsylvania",10
2011,"Philadelphia County, Pennsylvania",8.8
2011,"Pike County, Pennsylvania",9.6
2011,"Potter County, Pennsylvania",9.9
2011,"Schuylkill County, Pennsylvania",10.3
2011,"Snyder County, Pennsylvania",8
2011,"Somerset County, Pennsylvania",9.9
2011,"Sullivan County, Pennsylvania",8.4
2011,"Susquehanna County, Pennsylvania",10.1
2011,"Tioga County, Pennsylvania",9.1
2011,"Union County, Pennsylvania",9.7
2011,"Venango County, Pennsylvania",11
2011,"Warren County, Pennsylvania",10.3
2011,"Washington County, Pennsylvania",9.3
2011,"Wayne County, Pennsylvania",10.9
2011,"Westmoreland County, Pennsylvania",9.3
2011,"Wyoming County, Pennsylvania",10.8
2011,"York County, Pennsylvania",10.5
2011,"Bristol County, Rhode Island",8.7
2011,"Kent County, Rhode Island",12.2
2011,"Newport County, Rhode Island",10.4
2011,"Providence County, Rhode Island",10.6
2011,"Washington County, Rhode Island",9.8
2011,"Abbeville County, South Carolina",7.7
2011,"Aiken County, South Carolina",10.8
2011,"Allendale County, South Carolina",9.1
2011,"Anderson County, South Carolina",10.1
2011,"Bamberg County, South Carolina",10.2
2011,"Barnwell County, South Carolina",9.1
2011,"Beaufort County, South Carolina",9
2011,"Berkeley County, South Carolina",9.8
2011,"Calhoun County, South Carolina",8.6
2011,"Charleston County, South Carolina",10.5
2011,"Cherokee County, South Carolina",10.8
2011,"Chester County, South Carolina",9.2
2011,"Chesterfield County, South Carolina",10.9
2011,"Clarendon County, South Carolina",9.1
2011,"Colleton County, South Carolina",9.6
2011,"Darlington County, South Carolina",10
2011,"Dillon County, South Carolina",11
2011,"Dorchester County, South Carolina",10.8
2011,"Edgefield County, South Carolina",9.3
2011,"Fairfield County, South Carolina",11.3
2011,"Florence County, South Carolina",10.5
2011,"Georgetown County, South Carolina",10.3
2011,"Greenville County, South Carolina",10.5
2011,"Greenwood County, South Carolina",10.5
2011,"Hampton County, South Carolina",9.8
2011,"Horry County, South Carolina",10.4
2011,"Jasper County, South Carolina",10.8
2011,"Kershaw County, South Carolina",9.2
2011,"Lancaster County, South Carolina",9.8
2011,"Laurens County, South Carolina",10.4
2011,"Lee County, South Carolina",6.6
2011,"Lexington County, South Carolina",10
2011,"McCormick County, South Carolina",7.9
2011,"Marion County, South Carolina",8.8
2011,"Marlboro County, South Carolina",10.3
2011,"Newberry County, South Carolina",8.6
2011,"Oconee County, South Carolina",9.3
2011,"Orangeburg County, South Carolina",8.7
2011,"Pickens County, South Carolina",9.2
2011,"Richland County, South Carolina",9.8
2011,"Saluda County, South Carolina",8.6
2011,"Spartanburg County, South Carolina",9.7
2011,"Sumter County, South Carolina",9.8
2011,"Union County, South Carolina",10.9
2011,"Williamsburg County, South Carolina",9.8
2011,"York County, South Carolina",9.7
2011,"Aurora County, South Dakota",7.5
2011,"Beadle County, South Dakota",13.5
2011,"Bennett County, South Dakota",11.3
2011,"Bon Homme County, South Dakota",7.3
2011,"Brookings County, South Dakota",5.8
2011,"Brown County, South Dakota",9.9
2011,"Brule County, South Dakota",6.8
2011,"Buffalo County, South Dakota",10.1
2011,"Butte County, South Dakota",10.5
2011,"Campbell County, South Dakota",9.5
2011,"Charles Mix County, South Dakota",9.5
2011,"Clark County, South Dakota",8.8
2011,"Clay County, South Dakota",6.7
2011,"Codington County, South Dakota",10.5
2011,"Corson County, South Dakota",14.6
2011,"Custer County, South Dakota",8.8
2011,"Davison County, South Dakota",9.8
2011,"Day County, South Dakota",9.7
2011,"Deuel County, South Dakota",6.6
2011,"Dewey County, South Dakota",14.4
2011,"Douglas County, South Dakota",5.3
2011,"Edmunds County, South Dakota",8.2
2011,"Fall River County, South Dakota",19.9
2011,"Faulk County, South Dakota",9.8
2011,"Grant County, South Dakota",8.7
2011,"Gregory County, South Dakota",7.4
2011,"Haakon County, South Dakota",7.4
2011,"Hamlin County, South Dakota",7
2011,"Hand County, South Dakota",9.4
2011,"Hanson County, South Dakota",5.9
2011,"Harding County, South Dakota",5.1
2011,"Hughes County, South Dakota",11.2
2011,"Hutchinson County, South Dakota",6.7
2011,"Hyde County, South Dakota",8.7
2011,"Jackson County, South Dakota",8.1
2011,"Jerauld County, South Dakota",8.1
2011,"Jones County, South Dakota",5.5
2011,"Kingsbury County, South Dakota",8.4
2011,"Lake County, South Dakota",7.7
2011,"Lawrence County, South Dakota",11
2011,"Lincoln County, South Dakota",7.6
2011,"Lyman County, South Dakota",13.3
2011,"McCook County, South Dakota",8.2
2011,"McPherson County, South Dakota",6.4
2011,"Marshall County, South Dakota",10.7
2011,"Meade County, South Dakota",11.2
2011,"Mellette County, South Dakota",10.5
2011,"Miner County, South Dakota",10.1
2011,"Minnehaha County, South Dakota",11.4
2011,"Moody County, South Dakota",10.1
2011,"Pennington County, South Dakota",12.5
2011,"Perkins County, South Dakota",8.8
2011,"Potter County, South Dakota",8.1
2011,"Roberts County, South Dakota",8.4
2011,"Sanborn County, South Dakota",8.4
2011,"Shannon County, South Dakota",7.9
2011,"Spink County, South Dakota",6.5
2011,"Stanley County, South Dakota",9
2011,"Sully County, South Dakota",11.4
2011,"Todd County, South Dakota",13.8
2011,"Tripp County, South Dakota",6.7
2011,"Turner County, South Dakota",7.7
2011,"Union County, South Dakota",9.9
2011,"Walworth County, South Dakota",9
2011,"Yankton County, South Dakota",9.9
2011,"Ziebach County, South Dakota",13.5
2011,"Anderson County, Tennessee",14.5
2011,"Bedford County, Tennessee",12.5
2011,"Benton County, Tennessee",14.3
2011,"Bledsoe County, Tennessee",14.6
2011,"Blount County, Tennessee",12.1
2011,"Bradley County, Tennessee",12.7
2011,"Campbell County, Tennessee",14.5
2011,"Cannon County, Tennessee",14.6
2011,"Carroll County, Tennessee",13.7
2011,"Carter County, Tennessee",12.9
2011,"Cheatham County, Tennessee",14.2
2011,"Chester County, Tennessee",14.3
2011,"Claiborne County, Tennessee",12.5
2011,"Clay County, Tennessee",11.5
2011,"Cocke County, Tennessee",14.6
2011,"Coffee County, Tennessee",13.4
2011,"Crockett County, Tennessee",13.7
2011,"Cumberland County, Tennessee",12.9
2011,"Davidson County, Tennessee",12.7
2011,"Decatur County, Tennessee",14.6
2011,"DeKalb County, Tennessee",15.7
2011,"Dickson County, Tennessee",14
2011,"Dyer County, Tennessee",15.2
2011,"Fayette County, Tennessee",9.4
2011,"Fentress County, Tennessee",13.8
2011,"Franklin County, Tennessee",12
2011,"Gibson County, Tennessee",14.9
2011,"Giles County, Tennessee",12.1
2011,"Grainger County, Tennessee",12.5
2011,"Greene County, Tennessee",13.4
2011,"Grundy County, Tennessee",13.8
2011,"Hamblen County, Tennessee",13.4
2011,"Hamilton County, Tennessee",12.5
2011,"Hancock County, Tennessee",14.5
2011,"Hardeman County, Tennessee",13.6
2011,"Hardin County, Tennessee",15.6
2011,"Hawkins County, Tennessee",13.4
2011,"Haywood County, Tennessee",14.3
2011,"Henderson County, Tennessee",14.1
2011,"Henry County, Tennessee",12.6
2011,"Hickman County, Tennessee",14.4
2011,"Houston County, Tennessee",15.9
2011,"Humphreys County, Tennessee",14.9
2011,"Jackson County, Tennessee",17.4
2011,"Jefferson County, Tennessee",12.9
2011,"Johnson County, Tennessee",16.1
2011,"Knox County, Tennessee",11.7
2011,"Lake County, Tennessee",14.9
2011,"Lauderdale County, Tennessee",15.2
2011,"Lawrence County, Tennessee",11.9
2011,"Lewis County, Tennessee",14.3
2011,"Lincoln County, Tennessee",12.2
2011,"Loudon County, Tennessee",10
2011,"McMinn County, Tennessee",14.1
2011,"McNairy County, Tennessee",13.8
2011,"Macon County, Tennessee",11.6
2011,"Madison County, Tennessee",12.3
2011,"Marion County, Tennessee",14.4
2011,"Marshall County, Tennessee",13.1
2011,"Maury County, Tennessee",14.2
2011,"Meigs County, Tennessee",16
2011,"Monroe County, Tennessee",13.4
2011,"Montgomery County, Tennessee",11.1
2011,"Moore County, Tennessee",8.8
2011,"Morgan County, Tennessee",14.8
2011,"Obion County, Tennessee",13.7
2011,"Overton County, Tennessee",12.7
2011,"Perry County, Tennessee",16.8
2011,"Pickett County, Tennessee",10.2
2011,"Polk County, Tennessee",13.4
2011,"Putnam County, Tennessee",12.7
2011,"Rhea County, Tennessee",14.3
2011,"Roane County, Tennessee",14.5
2011,"Robertson County, Tennessee",12.3
2011,"Rutherford County, Tennessee",11.5
2011,"Scott County, Tennessee",13.4
2011,"Sequatchie County, Tennessee",12.8
2011,"Sevier County, Tennessee",11.8
2011,"Shelby County, Tennessee",11.6
2011,"Smith County, Tennessee",10.9
2011,"Stewart County, Tennessee",10.7
2011,"Sullivan County, Tennessee",13
2011,"Sumner County, Tennessee",11.3
2011,"Tipton County, Tennessee",12.7
2011,"Trousdale County, Tennessee",14
2011,"Unicoi County, Tennessee",13.2
2011,"Union County, Tennessee",12.7
2011,"Van Buren County, Tennessee",17.1
2011,"Warren County, Tennessee",13.2
2011,"Washington County, Tennessee",12.4
2011,"Wayne County, Tennessee",12.5
2011,"Weakley County, Tennessee",11.8
2011,"White County, Tennessee",14
2011,"Williamson County, Tennessee",7.6
2011,"Wilson County, Tennessee",11.4
2011,"Anderson County, Texas",16.1
2011,"Andrews County, Texas",9.6
2011,"Angelina County, Texas",13.1
2011,"Aransas County, Texas",16
2011,"Archer County, Texas",10
2011,"Armstrong County, Texas",6.5
2011,"Atascosa County, Texas",9.4
2011,"Austin County, Texas",8.7
2011,"Bailey County, Texas",11.1
2011,"Bandera County, Texas",14.8
2011,"Bastrop County, Texas",14.1
2011,"Baylor County, Texas",13.4
2011,"Bee County, Texas",11.4
2011,"Bell County, Texas",11.9
2011,"Bexar County, Texas",11.7
2011,"Blanco County, Texas",12.3
2011,"Borden County, Texas",13.5
2011,"Bosque County, Texas",12.6
2011,"Bowie County, Texas",13
2011,"Brazoria County, Texas",11.3
2011,"Brazos County, Texas",6.3
2011,"Brewster County, Texas",12.3
2011,"Briscoe County, Texas",8.9
2011,"Brooks County, Texas",11
2011,"Brown County, Texas",12.9
2011,"Burleson County, Texas",13.8
2011,"Burnet County, Texas",12.2
2011,"Caldwell County, Texas",12.4
2011,"Calhoun County, Texas",10.1
2011,"Callahan County, Texas",12.2
2011,"Cameron County, Texas",7.8
2011,"Camp County, Texas",10.6
2011,"Carson County, Texas",7.6
2011,"Cass County, Texas",13.9
2011,"Castro County, Texas",10.3
2011,"Chambers County, Texas",9.9
2011,"Cherokee County, Texas",11.4
2011,"Childress County, Texas",11.4
2011,"Clay County, Texas",10.9
2011,"Cochran County, Texas",5.8
2011,"Coke County, Texas",9.8
2011,"Coleman County, Texas",13.2
2011,"Collin County, Texas",9.9
2011,"Collingsworth County, Texas",8.5
2011,"Colorado County, Texas",7.5
2011,"Comal County, Texas",9.5
2011,"Comanche County, Texas",11.7
2011,"Concho County, Texas",11.7
2011,"Cooke County, Texas",11.5
2011,"Coryell County, Texas",12.1
2011,"Cottle County, Texas",5.2
2011,"Crane County, Texas",8.9
2011,"Crockett County, Texas",17.2
2011,"Crosby County, Texas",10.8
2011,"Culberson County, Texas",8.4
2011,"Dallam County, Texas",10.8
2011,"Dallas County, Texas",10.7
2011,"Dawson County, Texas",12
2011,"Deaf Smith County, Texas",8.7
2011,"Delta County, Texas",12.2
2011,"Denton County, Texas",9.7
2011,"DeWitt County, Texas",13.4
2011,"Dickens County, Texas",14.9
2011,"Dimmit County, Texas",8.8
2011,"Donley County, Texas",9.3
2011,"Duval County, Texas",11.3
2011,"Eastland County, Texas",13.7
2011,"Ector County, Texas",12.3
2011,"Edwards County, Texas",12
2011,"Ellis County, Texas",9.8
2011,"El Paso County, Texas",10.2
2011,"Erath County, Texas",8.6
2011,"Falls County, Texas",11.8
2011,"Fannin County, Texas",13.1
2011,"Fayette County, Texas",8
2011,"Fisher County, Texas",8.1
2011,"Floyd County, Texas",7.9
2011,"Foard County, Texas",14.9
2011,"Fort Bend County, Texas",7.6
2011,"Franklin County, Texas",11
2011,"Freestone County, Texas",13.7
2011,"Frio County, Texas",7
2011,"Gaines County, Texas",6.1
2011,"Galveston County, Texas",12.1
2011,"Garza County, Texas",12.3
2011,"Gillespie County, Texas",11.2
2011,"Glasscock County, Texas",5.7
2011,"Goliad County, Texas",11.3
2011,"Gonzales County, Texas",9.9
2011,"Gray County, Texas",11.6
2011,"Grayson County, Texas",13.8
2011,"Gregg County, Texas",12
2011,"Grimes County, Texas",13.8
2011,"Guadalupe County, Texas",9.4
2011,"Hale County, Texas",11.2
2011,"Hall County, Texas",14
2011,"Hamilton County, Texas",13.7
2011,"Hansford County, Texas",6
2011,"Hardeman County, Texas",14.5
2011,"Hardin County, Texas",11.3
2011,"Harris County, Texas",10
2011,"Harrison County, Texas",12.2
2011,"Hartley County, Texas",13.8
2011,"Haskell County, Texas",10
2011,"Hays County, Texas",8.8
2011,"Hemphill County, Texas",9.4
2011,"Henderson County, Texas",12.5
2011,"Hidalgo County, Texas",6.7
2011,"Hill County, Texas",11.6
2011,"Hockley County, Texas",8.7
2011,"Hood County, Texas",11.7
2011,"Hopkins County, Texas",12.1
2011,"Houston County, Texas",10.2
2011,"Howard County, Texas",12.2
2011,"Hudspeth County, Texas",6.9
2011,"Hunt County, Texas",12.4
2011,"Hutchinson County, Texas",12.7
2011,"Irion County, Texas",12.1
2011,"Jack County, Texas",15.5
2011,"Jackson County, Texas",8.6
2011,"Jasper County, Texas",12.6
2011,"Jeff Davis County, Texas",8.1
2011,"Jefferson County, Texas",12.9
2011,"Jim Hogg County, Texas",6.5
2011,"Jim Wells County, Texas",10.4
2011,"Johnson County, Texas",11.8
2011,"Jones County, Texas",15.6
2011,"Karnes County, Texas",9.5
2011,"Kaufman County, Texas",11.7
2011,"Kendall County, Texas",7.6
2011,"Kenedy County, Texas",1.5
2011,"Kent County, Texas",12.1
2011,"Kerr County, Texas",11.9
2011,"Kimble County, Texas",14.9
2011,"King County, Texas",8.9
2011,"Kinney County, Texas",13.3
2011,"Kleberg County, Texas",9.4
2011,"Knox County, Texas",6.4
2011,"Lamar County, Texas",11
2011,"Lamb County, Texas",12.5
2011,"Lampasas County, Texas",12.6
2011,"La Salle County, Texas",11.9
2011,"Lavaca County, Texas",8.1
2011,"Lee County, Texas",11.3
2011,"Leon County, Texas",12.7
2011,"Liberty County, Texas",12.2
2011,"Limestone County, Texas",9.9
2011,"Lipscomb County, Texas",9.6
2011,"Live Oak County, Texas",8.4
2011,"Llano County, Texas",14.3
2011,"Loving County, Texas",4.8
2011,"Lubbock County, Texas",10.9
2011,"Lynn County, Texas",12.5
2011,"McCulloch County, Texas",13.2
2011,"McLennan County, Texas",11.8
2011,"McMullen County, Texas",11.4
2011,"Madison County, Texas",11
2011,"Marion County, Texas",14
2011,"Martin County, Texas",6.3
2011,"Mason County, Texas",11.1
2011,"Matagorda County, Texas",11.4
2011,"Maverick County, Texas",7.3
2011,"Medina County, Texas",8.9
2011,"Menard County, Texas",10.2
2011,"Midland County, Texas",10.1
2011,"Milam County, Texas",10.1
2011,"Mills County, Texas",8.9
2011,"Mitchell County, Texas",9.1
2011,"Montague County, Texas",11.9
2011,"Montgomery County, Texas",10.2
2011,"Moore County, Texas",6.3
2011,"Morris County, Texas",12.6
2011,"Motley County, Texas",11.8
2011,"Nacogdoches County, Texas",8.5
2011,"Navarro County, Texas",11.9
2011,"Newton County, Texas",13.1
2011,"Nolan County, Texas",12
2011,"Nueces County, Texas",12.9
2011,"Ochiltree County, Texas",8.4
2011,"Oldham County, Texas",12.5
2011,"Orange County, Texas",13.1
2011,"Palo Pinto County, Texas",14.6
2011,"Panola County, Texas",13.5
2011,"Parker County, Texas",10.8
2011,"Parmer County, Texas",7.4
2011,"Pecos County, Texas",10.8
2011,"Polk County, Texas",15.1
2011,"Potter County, Texas",13.9
2011,"Presidio County, Texas",9.7
2011,"Rains County, Texas",11.2
2011,"Randall County, Texas",11.2
2011,"Reagan County, Texas",6.2
2011,"Real County, Texas",10.8
2011,"Red River County, Texas",12.7
2011,"Reeves County, Texas",10.1
2011,"Refugio County, Texas",10.3
2011,"Roberts County, Texas",8.5
2011,"Robertson County, Texas",12.8
2011,"Rockwall County, Texas",10
2011,"Runnels County, Texas",11.9
2011,"Rusk County, Texas",12.9
2011,"Sabine County, Texas",13.1
2011,"San Augustine County, Texas",9.5
2011,"San Jacinto County, Texas",12.5
2011,"San Patricio County, Texas",11.2
2011,"San Saba County, Texas",15.4
2011,"Schleicher County, Texas",8.4
2011,"Scurry County, Texas",11.8
2011,"Shackelford County, Texas",10.1
2011,"Shelby County, Texas",10.2
2011,"Sherman County, Texas",7.4
2011,"Smith County, Texas",11.4
2011,"Somervell County, Texas",9.2
2011,"Starr County, Texas",7.2
